food_name,per_100_ml_or_gm,cal_per_100_ml_or_gms,kj_per_100_ml_or_gms,per_serving,cal_per_serving,kj_per_serving,per_ounces,cal_per_ounces,kj_per_ounces
Bologna,100g,247 cal,1037 kJ,1 slice (23 g),57 cal,239 kJ,1 oz. (28 g),69 cal,290 kJ
Boudin,100g,194 cal,815 kJ,1 oz. (28.35 g),54 cal,228 kJ,1 oz. (28 g),54 cal,228 kJ
Bratwurst,100g,297 cal,1247 kJ,1 bratwurst (66 g),196 cal,823 kJ,1 oz. (28 g),83 cal,349 kJ
Brawn,100g,157 cal,659 kJ,1 slice (28 g),44 cal,185 kJ,1 oz. (28 g),44 cal,185 kJ
Breakfast Sausage Links,100g,339 cal,1424 kJ,1 link (13 g),44 cal,185 kJ,1 oz. (28 g),95 cal,399 kJ
Cheese Pastry,100g,374 cal,1571 kJ,1 pastry (71 g),266 cal,1115 kJ,1 oz. (28 g),105 cal,440 kJ
Chicken Breast,100g,79 cal,332 kJ,1 slice (21 g),17 cal,70 kJ,1 oz. (28 g),22 cal,93 kJ
Chicken Meat,100g,79 cal,332 kJ,1 slice (21 g),17 cal,70 kJ,1 oz. (28 g),22 cal,93 kJ
Chicken Salad,100g,81 cal,340 kJ,1 serving (344 g),279 cal,1170 kJ,1 oz. (28 g),23 cal,95 kJ
Chorizo,100g,455 cal,1911 kJ,1 oz. (28.35 g),127 cal,535 kJ,1 oz. (28 g),127 cal,535 kJ
Cooked Ham,100g,133 cal,559 kJ,1 oz. (28.35 g),37 cal,157 kJ,1 oz. (28 g),37 cal,157 kJ
Corned Beef,100g,153 cal,643 kJ,1 slice (28 g),43 cal,180 kJ,1 oz. (28 g),43 cal,180 kJ
Cumberland Sausage,100g,250 cal,1050 kJ,1 sausage (30 g),75 cal,315 kJ,1 oz. (28 g),70 cal,294 kJ
Frankfurters,100g,305 cal,1281 kJ,1 frankfurter (45 g),137 cal,576 kJ,1 oz. (28 g),85 cal,359 kJ
Garlic Sausage,100g,169 cal,710 kJ,1 slice (13 g),22 cal,92 kJ,1 oz. (28 g),47 cal,199 kJ
Hot Dogs,100g,278 cal,1168 kJ,1 hot dog (52 g),145 cal,607 kJ,1 oz. (28 g),78 cal,327 kJ
Hot Sausage,100g,259 cal,1088 kJ,1 serving (55 g),142 cal,598 kJ,1 oz. (28 g),73 cal,305 kJ
Italian Sausage,100g,149 cal,626 kJ,1 link (84 g),125 cal,526 kJ,1 oz. (28 g),42 cal,175 kJ
Jerky,100g,410 cal,1722 kJ,1 piece (20 g),82 cal,344 kJ,1 oz. (28 g),115 cal,482 kJ
Kielbasa,100g,309 cal,1298 kJ,1 link (75 g),232 cal,974 kJ,1 oz. (28 g),87 cal,363 kJ
Knackwurst,100g,307 cal,1289 kJ,1 link (72 g),221 cal,928 kJ,1 oz. (28 g),86 cal,361 kJ
Landjaeger,100g,352 cal,1478 kJ,1 landjaeger (56.8 g),197 cal,828 kJ,1 oz. (28 g),99 cal,414 kJ
Linguica,100g,282 cal,1184 kJ,1 oz. (28.35 g),79 cal,332 kJ,1 oz. (28 g),79 cal,332 kJ
Liver Pate,100g,319 cal,1340 kJ,1 tbsp (13 g),41 cal,174 kJ,1 oz. (28 g),89 cal,375 kJ
Liverwurst,100g,326 cal,1369 kJ,1 slice (18 g),59 cal,246 kJ,1 oz. (28 g),91 cal,383 kJ
Luncheon Meat,100g,117 cal,491 kJ,1 slice (9.3 g),11 cal,44 kJ,1 oz. (28 g),33 cal,137 kJ
Mettwurst,100g,310 cal,1302 kJ,1 serving (28 g),87 cal,365 kJ,1 oz. (28 g),87 cal,365 kJ
Mortadella,100g,311 cal,1306 kJ,1 slice (15 g),47 cal,196 kJ,1 oz. (28 g),87 cal,366 kJ
Pastrami,100g,133 cal,559 kJ,1 slice (29 g),39 cal,162 kJ,1 oz. (28 g),37 cal,157 kJ
Pepperoni,100g,494 cal,2075 kJ,1 slice (2 g),10 cal,42 kJ,1 oz. (28 g),138 cal,581 kJ
Polish Sausage,100g,301 cal,1264 kJ,1 serving (76 g),229 cal,961 kJ,1 oz. (28 g),84 cal,354 kJ
Pork,100g,247 cal,1037 kJ,1 slice (21 g),52 cal,218 kJ,1 oz. (28 g),69 cal,290 kJ
Pork Roll,100g,302 cal,1268 kJ,1 slice (43 g),130 cal,545 kJ,1 oz. (28 g),85 cal,355 kJ
Prosciutto,100g,195 cal,819 kJ,1 slice (9 g),18 cal,74 kJ,1 oz. (28 g),55 cal,229 kJ
Ring Bologna,100g,286 cal,1201 kJ,1 oz. (28.35 g),80 cal,336 kJ,1 oz. (28 g),80 cal,336 kJ
Salami,100g,336 cal,1411 kJ,1 slice (12.3 g),40 cal,169 kJ,1 oz. (28 g),94 cal,395 kJ
Sausage,100g,230 cal,966 kJ,1 sausage (16 g),37 cal,155 kJ,1 oz. (28 g),64 cal,270 kJ
Smoked Sausage,100g,301 cal,1264 kJ,1 serving (76 g),229 cal,961 kJ,1 oz. (28 g),84 cal,354 kJ
Souse,100g,157 cal,659 kJ,1 slice (28 g),44 cal,185 kJ,1 oz. (28 g),44 cal,185 kJ
Spam,100g,315 cal,1323 kJ,1 serving (56 g),176 cal,741 kJ,1 oz. (28 g),88 cal,370 kJ
Weisswurst,100g,313 cal,1315 kJ,1 link (113 g),354 cal,1486 kJ,1 oz. (28 g),88 cal,368 kJ
American Cheese,100g,148 cal,622 kJ,1 slice (21 g),31 cal,131 kJ,1 oz. (28 g),41 cal,174 kJ
Applewood,100g,410 cal,1722 kJ,1 slice (20 g),82 cal,344 kJ,1 oz. (28 g),115 cal,482 kJ
Bergk??se,100g,418 cal,1756 kJ,1 slice (24 g),100 cal,421 kJ,1 oz. (28 g),117 cal,492 kJ
Butter Cheese,100g,388 cal,1630 kJ,1 slice (26 g),101 cal,424 kJ,1 oz. (28 g),109 cal,456 kJ
Cheddar,100g,403 cal,1693 kJ,1 slice (28 g),113 cal,474 kJ,1 oz. (28 g),113 cal,474 kJ
Cheese Platter,100g,357 cal,1499 kJ,1 slice (28 g),100 cal,420 kJ,1 oz. (28 g),100 cal,420 kJ
Cheese Slices,100g,356 cal,1495 kJ,1 slice (28 g),100 cal,419 kJ,1 oz. (28 g),100 cal,419 kJ
Colby Cheese,100g,394 cal,1655 kJ,1 slice (28 g),110 cal,463 kJ,1 oz. (28 g),110 cal,463 kJ
Colby-Jack Cheese,100g,394 cal,1655 kJ,1 slice (28 g),110 cal,463 kJ,1 oz. (28 g),110 cal,463 kJ
Cold Pack Cheese,100g,246 cal,1033 kJ,1 tbsp (14 g),34 cal,145 kJ,1 oz. (28 g),69 cal,289 kJ
Edam,100g,357 cal,1499 kJ,1 slice (28 g),100 cal,420 kJ,1 oz. (28 g),100 cal,420 kJ
Edam Cheese,100g,357 cal,1499 kJ,1 slice (28 g),100 cal,420 kJ,1 oz. (28 g),100 cal,420 kJ
Emmental,100g,357 cal,1499 kJ,1 slice (25 g),89 cal,375 kJ,1 oz. (28 g),100 cal,420 kJ
Emmentaler,100g,357 cal,1499 kJ,1 slice (25 g),89 cal,375 kJ,1 oz. (28 g),100 cal,420 kJ
Esrom (Cheese),100g,322 cal,1352 kJ,1 slice (23 g),74 cal,311 kJ,1 oz. (28 g),90 cal,379 kJ
Fol Epi,100g,388 cal,1630 kJ,1 slice (24 g),93 cal,391 kJ,1 oz. (28 g),109 cal,456 kJ
Fresh Mozzarella,100g,280 cal,1176 kJ,1 slice (28 g),78 cal,329 kJ,1 oz. (28 g),78 cal,329 kJ
Gouda,100g,356 cal,1495 kJ,1 slice (28 g),100 cal,419 kJ,1 oz. (28 g),100 cal,419 kJ
Gouda Cheese,100g,356 cal,1495 kJ,1 slice (28 g),100 cal,419 kJ,1 oz. (28 g),100 cal,419 kJ
Havarti,100g,371 cal,1558 kJ,1 slice (28 g),104 cal,436 kJ,1 oz. (28 g),104 cal,436 kJ
Lacy Swiss Cheese,100g,321 cal,1348 kJ,1 slice (28 g),90 cal,377 kJ,1 oz. (28 g),90 cal,377 kJ
Leerdammer,100g,284 cal,1193 kJ,1 slice (25 g),71 cal,298 kJ,1 oz. (28 g),80 cal,334 kJ
Leerdammer Cheese,100g,284 cal,1193 kJ,1 slice (25 g),71 cal,298 kJ,1 oz. (28 g),80 cal,334 kJ
Maasdam Cheese,100g,344 cal,1445 kJ,1 slice (18 g),62 cal,260 kJ,1 oz. (28 g),96 cal,405 kJ
Monterey Jack Cheese,100g,373 cal,1567 kJ,1 slice (28 g),104 cal,439 kJ,1 oz. (28 g),104 cal,439 kJ
Mozzarella,100g,280 cal,1176 kJ,1 slice (28 g),78 cal,329 kJ,1 oz. (28 g),78 cal,329 kJ
Muenster Cheese,100g,368 cal,1546 kJ,1 slice (28 g),103 cal,433 kJ,1 oz. (28 g),103 cal,433 kJ
Pepper Cheese,100g,100 cal,420 kJ,1 slice (21 g),21 cal,88 kJ,1 oz. (28 g),28 cal,118 kJ
Sandwich Cheese,100g,148 cal,622 kJ,1 slice (21 g),31 cal,131 kJ,1 oz. (28 g),41 cal,174 kJ
Smoked Cheese,100g,410 cal,1722 kJ,1 slice (20 g),82 cal,344 kJ,1 oz. (28 g),115 cal,482 kJ
Tilsit,100g,340 cal,1428 kJ,1 slice (25 g),85 cal,357 kJ,1 oz. (28 g),95 cal,400 kJ
White American,100g,148 cal,622 kJ,1 slice (21 g),31 cal,131 kJ,1 oz. (28 g),41 cal,174 kJ
White Cheddar,100g,403 cal,1693 kJ,1 cup (132 g),532 cal,2235 kJ,1 oz. (28 g),113 cal,474 kJ
Young Gouda,100g,356 cal,1495 kJ,1 slice (28 g),100 cal,419 kJ,1 oz. (28 g),100 cal,419 kJ
7up,100ml,44 cal,185 kJ,12 fl. oz. (355 ml),156 cal,657 kJ,1 fl. oz. (30 ml),13 cal,56 kJ
Barqƒ??s,100ml,46 cal,193 kJ,12 fl. oz. (355 ml),163 cal,685 kJ,1 fl. oz. (30 ml),14 cal,58 kJ
Bitter Lemon,100ml,34 cal,143 kJ,12 fl. oz. (355 ml),121 cal,508 kJ,1 fl. oz. (30 ml),10 cal,43 kJ
Canada Dry Ginger Ale,100ml,41 cal,172 kJ,8 fl. oz. (240 ml),98 cal,413 kJ,1 fl. oz. (30 ml),12 cal,52 kJ
Cherry Coke,100ml,44 cal,185 kJ,12 fl. oz. (355 ml),156 cal,657 kJ,1 fl. oz. (30 ml),13 cal,56 kJ
Coke,100ml,42 cal,176 kJ,12 fl. oz. (355 ml),149 cal,625 kJ,1 fl. oz. (30 ml),13 cal,53 kJ
Coke Zero,100ml,0 cal,0 kJ,12 fl. oz. (355 ml),0 cal,0 kJ,1 fl. oz. (30 ml),0 cal,0 kJ
Diet Cherry Coke,100ml,1 cal,4 kJ,12 fl. oz. (355 ml),4 cal,14 kJ,1 fl. oz. (30 ml),0 cal,1 kJ
Diet Coke,100ml,1 cal,4 kJ,12 fl. oz. (355 ml),4 cal,14 kJ,1 fl. oz. (30 ml),0 cal,1 kJ
Diet Dr. Pepper,100ml,0 cal,0 kJ,12 fl. oz. (355 ml),0 cal,0 kJ,1 fl. oz. (30 ml),0 cal,0 kJ
Diet Pepsi,100ml,0 cal,0 kJ,12 fl. oz. (355 ml),0 cal,0 kJ,1 fl. oz. (30 ml),0 cal,0 kJ
Diet Sunkist,100ml,0 cal,0 kJ,12 fl. oz. (355 ml),0 cal,0 kJ,1 fl. oz. (30 ml),0 cal,0 kJ
Dr. Brownƒ??s,100ml,53 cal,223 kJ,12 fl. oz. (355 ml),188 cal,792 kJ,1 fl. oz. (30 ml),16 cal,67 kJ
Dr. Pepper,100ml,27 cal,113 kJ,12 fl. oz. (355 ml),96 cal,401 kJ,1 fl. oz. (30 ml),8 cal,34 kJ
Fanta,100ml,39 cal,164 kJ,12 fl. oz. (355 ml),138 cal,582 kJ,1 fl. oz. (30 ml),12 cal,49 kJ
Fanta Zero,100ml,0 cal,0 kJ,12 fl. oz. (355 ml),0 cal,0 kJ,1 fl. oz. (30 ml),0 cal,0 kJ
Five Alive,100ml,35 cal,147 kJ,12 fl. oz. (355 ml),124 cal,522 kJ,1 fl. oz. (30 ml),11 cal,44 kJ
Fresca,100ml,0 cal,0 kJ,12 fl. oz. (355 ml),0 cal,0 kJ,1 fl. oz. (30 ml),0 cal,0 kJ
Full Throttle,100ml,110 cal,462 kJ,8 fl. oz. (240 ml),264 cal,1109 kJ,1 fl. oz. (30 ml),33 cal,139 kJ
Fuze,100ml,20 cal,84 kJ,12 fl. oz. (355 ml),71 cal,298 kJ,1 fl. oz. (30 ml),6 cal,25 kJ
Fuze Tea,100ml,25 cal,105 kJ,12 fl. oz. (355 ml),89 cal,373 kJ,1 fl. oz. (30 ml),8 cal,32 kJ
Gatorade,100ml,25 cal,105 kJ,12 fl. oz. (355 ml),89 cal,373 kJ,1 fl. oz. (30 ml),8 cal,32 kJ
Ginger Ale,100ml,35 cal,147 kJ,12 fl. oz. (355 ml),124 cal,522 kJ,1 fl. oz. (30 ml),11 cal,44 kJ
Ice Tea,100ml,27 cal,113 kJ,12 fl. oz. (355 ml),96 cal,401 kJ,1 fl. oz. (30 ml),8 cal,34 kJ
Jolt Cola,100ml,44 cal,185 kJ,8 fl. oz. (240 ml),106 cal,444 kJ,1 fl. oz. (30 ml),13 cal,56 kJ
Kool-Aid,100ml,26 cal,109 kJ,8 fl. oz. (237 ml),62 cal,258 kJ,1 fl. oz. (30 ml),8 cal,33 kJ
Lemonade,100ml,42 cal,176 kJ,12 fl. oz. (355 ml),149 cal,625 kJ,1 fl. oz. (30 ml),13 cal,53 kJ
Mello Yello,100ml,49 cal,206 kJ,8 fl. oz. (240 ml),118 cal,494 kJ,1 fl. oz. (30 ml),15 cal,62 kJ
Minute Maid,100ml,46 cal,193 kJ,8 fl. oz. (240 ml),110 cal,463 kJ,1 fl. oz. (30 ml),14 cal,58 kJ
Minute Maid Light,100ml,2 cal,8 kJ,8 fl. oz. (240 ml),5 cal,19 kJ,1 fl. oz. (30 ml),1 cal,2 kJ
Mug Root Beer,100ml,42 cal,176 kJ,8 fl. oz. (240 ml),101 cal,422 kJ,1 fl. oz. (30 ml),13 cal,53 kJ
Orange Soda,100ml,48 cal,202 kJ,12 fl. oz. (355 ml),170 cal,717 kJ,1 fl. oz. (30 ml),14 cal,61 kJ
Pepsi,100ml,44 cal,185 kJ,12 fl. oz. (355 ml),156 cal,657 kJ,1 fl. oz. (30 ml),13 cal,56 kJ
Pibb Xtra,100ml,40 cal,168 kJ,12 fl. oz. (355 ml),142 cal,596 kJ,1 fl. oz. (30 ml),12 cal,50 kJ
Powerade,100ml,120 cal,504 kJ,1 bottle (500 ml),600 cal,2520 kJ,1 fl. oz. (30 ml),36 cal,151 kJ
Schweppes Ginger Ale,100ml,38 cal,160 kJ,12 fl. oz. (355 ml),135 cal,568 kJ,1 fl. oz. (30 ml),11 cal,48 kJ
Soda,100ml,53 cal,223 kJ,12 fl. oz. (355 ml),188 cal,792 kJ,1 fl. oz. (30 ml),16 cal,67 kJ
Sprite,100ml,37 cal,155 kJ,12 fl. oz. (355 ml),131 cal,550 kJ,1 fl. oz. (30 ml),11 cal,47 kJ
Sprite Zero,100ml,0 cal,0 kJ,12 fl. oz. (355 ml),0 cal,0 kJ,1 fl. oz. (30 ml),0 cal,0 kJ
Squirt,100ml,44 cal,185 kJ,8 fl. oz. (240 ml),106 cal,444 kJ,1 fl. oz. (30 ml),13 cal,56 kJ
Sunkist,100ml,25 cal,105 kJ,12 fl. oz. (355 ml),89 cal,373 kJ,1 fl. oz. (30 ml),8 cal,32 kJ
Surge,100ml,48 cal,202 kJ,12 fl. oz. (355 ml),170 cal,717 kJ,1 fl. oz. (30 ml),14 cal,61 kJ
TaB,100ml,0 cal,0 kJ,12 fl. oz. (355 ml),0 cal,0 kJ,1 fl. oz. (30 ml),0 cal,0 kJ
Tonic Water,100ml,35 cal,147 kJ,12 fl. oz. (355 ml),124 cal,522 kJ,1 fl. oz. (30 ml),11 cal,44 kJ
Vanilla Coke,100ml,45 cal,189 kJ,12 fl. oz. (355 ml),160 cal,671 kJ,1 fl. oz. (30 ml),14 cal,57 kJ
Alphabet Soup,100g,25 cal,105 kJ,1 cup (248 g),62 cal,260 kJ,1 oz. (28 g),7 cal,29 kJ
Bean Stew,100g,133 cal,559 kJ,1 cup (252 g),335 cal,1409 kJ,1 oz. (28 g),37 cal,157 kJ
Beef Bouillon,100g,3 cal,13 kJ,1 cup (240 g),7 cal,31 kJ,1 oz. (28 g),1 cal,4 kJ
Beef Noodle Soup,100g,34 cal,143 kJ,1 cup (244 g),83 cal,349 kJ,1 oz. (28 g),10 cal,40 kJ
Beef Soup,100g,33 cal,139 kJ,1 cup (213 g),70 cal,296 kJ,1 oz. (28 g),9 cal,39 kJ
Bouillon,100g,16 cal,67 kJ,1 cup (244 g),39 cal,163 kJ,1 oz. (28 g),4 cal,19 kJ
Broccoli Cheese Soup,100g,87 cal,365 kJ,1 can (303 g),264 cal,1106 kJ,1 oz. (28 g),24 cal,102 kJ
Broccoli Soup,100g,87 cal,365 kJ,1 cup (237 g),206 cal,865 kJ,1 oz. (28 g),24 cal,102 kJ
Cabbage Soup,100g,28 cal,118 kJ,1 cup (245 g),69 cal,289 kJ,1 oz. (28 g),8 cal,33 kJ
Carrot Ginger Soup,100g,25 cal,105 kJ,1 serving (381 g),95 cal,400 kJ,1 oz. (28 g),7 cal,29 kJ
Carrot Soup,100g,25 cal,105 kJ,1 serving (381 g),95 cal,400 kJ,1 oz. (28 g),7 cal,29 kJ
Chicken Bouillon,100g,4 cal,17 kJ,1 cup (241 g),10 cal,41 kJ,1 oz. (28 g),1 cal,5 kJ
Chicken Broth,100g,16 cal,67 kJ,1 cup (244 g),39 cal,163 kJ,1 oz. (28 g),4 cal,19 kJ
Chicken Gumbo Soup,100g,23 cal,97 kJ,1 cup (244 g),56 cal,237 kJ,1 oz. (28 g),6 cal,27 kJ
Chicken Noodle Soup,100g,25 cal,105 kJ,1 cup (248 g),62 cal,260 kJ,1 oz. (28 g),7 cal,29 kJ
Chicken Stock,100g,16 cal,67 kJ,1 cup (244 g),39 cal,163 kJ,1 oz. (28 g),4 cal,19 kJ
Chicken Vegetable Soup,100g,31 cal,130 kJ,1 cup (248 g),77 cal,322 kJ,1 oz. (28 g),9 cal,36 kJ
Chicken with Rice Soup,100g,24 cal,101 kJ,1 cup (243 g),58 cal,245 kJ,1 oz. (28 g),7 cal,28 kJ
Cream of Asparagus Soup,100g,35 cal,147 kJ,1 cup (244 g),85 cal,359 kJ,1 oz. (28 g),10 cal,41 kJ
Cream of Broccoli Soup,100g,45 cal,189 kJ,1 serving (310 g),140 cal,586 kJ,1 oz. (28 g),13 cal,53 kJ
Cream of Celery Soup,100g,37 cal,155 kJ,1 cup (248 g),92 cal,384 kJ,1 oz. (28 g),10 cal,43 kJ
Cream of Chicken Soup,100g,48 cal,202 kJ,1 cup (244 g),117 cal,493 kJ,1 oz. (28 g),13 cal,57 kJ
Cream of Mushroom Soup,100g,39 cal,164 kJ,1 cup (248 g),97 cal,407 kJ,1 oz. (28 g),11 cal,46 kJ
Cream of Onion Soup,100g,44 cal,185 kJ,1 cup (244 g),107 cal,451 kJ,1 oz. (28 g),12 cal,52 kJ
Cream of Potato Soup,100g,30 cal,126 kJ,1 cup (244 g),73 cal,307 kJ,1 oz. (28 g),8 cal,35 kJ
Creamy Chicken Noodle Soup,100g,23 cal,97 kJ,1 cup (245 g),56 cal,238 kJ,1 oz. (28 g),6 cal,27 kJ
French Onion Soup,100g,23 cal,97 kJ,1 cup (243 g),56 cal,236 kJ,1 oz. (28 g),6 cal,27 kJ
Golden Mushroom Soup,100g,65 cal,273 kJ,1 cup (248 g),161 cal,677 kJ,1 oz. (28 g),18 cal,76 kJ
Goulash,100g,1009 cal,4238 kJ,1 serving (187 g),1887 cal,7925 kJ,1 oz. (28 g),283 cal,1187 kJ
Instant Ramen,100g,436 cal,1831 kJ,1 package (85 g),371 cal,1556 kJ,1 oz. (28 g),122 cal,513 kJ
Lentil Soup,100g,56 cal,235 kJ,1 cup (248 g),139 cal,583 kJ,1 oz. (28 g),16 cal,66 kJ
Lobster Bisque Soup,100g,100 cal,420 kJ,1 cup (248 g),248 cal,1042 kJ,1 oz. (28 g),28 cal,118 kJ
Meatball Soup,100g,49 cal,206 kJ,1 cup (245 g),120 cal,505 kJ,1 oz. (28 g),14 cal,58 kJ
Minestrone,100g,34 cal,143 kJ,1 cup (241 g),82 cal,345 kJ,1 oz. (28 g),10 cal,40 kJ
Mushroom Soup,100g,35 cal,147 kJ,1 cup (244 g),85 cal,359 kJ,1 oz. (28 g),10 cal,41 kJ
Noodle Soup,100g,34 cal,143 kJ,1 cup (244 g),83 cal,349 kJ,1 oz. (28 g),10 cal,40 kJ
Onion Soup,100g,23 cal,97 kJ,1 cup (243 g),56 cal,236 kJ,1 oz. (28 g),6 cal,27 kJ
Oxtail Soup,100g,28 cal,118 kJ,1 cup (244 g),68 cal,288 kJ,1 oz. (28 g),8 cal,33 kJ
Pea Soup,100g,75 cal,315 kJ,1 cup (253 g),190 cal,797 kJ,1 oz. (28 g),21 cal,88 kJ
Potato Soup,100g,80 cal,336 kJ,1 serving (240 g),192 cal,806 kJ,1 oz. (28 g),22 cal,94 kJ
Pumpkin Soup,100g,29 cal,122 kJ,1 cup (245 g),71 cal,299 kJ,1 oz. (28 g),8 cal,34 kJ
Ramen,100g,436 cal,1831 kJ,1 package (85 g),371 cal,1556 kJ,1 oz. (28 g),122 cal,513 kJ
Scotch Broth,100g,33 cal,139 kJ,1 cup (241 g),80 cal,335 kJ,1 oz. (28 g),9 cal,39 kJ
Succotash,100g,115 cal,483 kJ,1 cup (192 g),221 cal,927 kJ,1 oz. (28 g),32 cal,135 kJ
Thai Soup,100g,60 cal,252 kJ,1 cup (245 g),147 cal,617 kJ,1 oz. (28 g),17 cal,71 kJ
Tomato Rice Soup,100g,47 cal,197 kJ,1 cup (247 g),116 cal,487 kJ,1 oz. (28 g),13 cal,55 kJ
Tomato Soup,100g,30 cal,126 kJ,1 cup (248 g),74 cal,312 kJ,1 oz. (28 g),8 cal,35 kJ
Vegetable Beef Soup,100g,31 cal,130 kJ,1 cup (244 g),76 cal,317 kJ,1 oz. (28 g),9 cal,36 kJ
Vegetable Broth,100g,5 cal,21 kJ,1 cup (235 g),12 cal,49 kJ,1 oz. (28 g),1 cal,6 kJ
Vegetable Soup,100g,28 cal,118 kJ,1 cup (241 g),67 cal,284 kJ,1 oz. (28 g),8 cal,33 kJ
Vegetable Stock,100g,5 cal,21 kJ,1 cup (235 g),12 cal,49 kJ,1 oz. (28 g),1 cal,6 kJ
Wedding Soup,100g,53 cal,223 kJ,1 cup (245 g),130 cal,546 kJ,1 oz. (28 g),15 cal,62 kJ
Almond Butter,100g,614 cal,2579 kJ,1 tbsp (16 g),98 cal,413 kJ,1 oz. (28 g),172 cal,722 kJ
Apple Butter,100g,173 cal,727 kJ,1 tbsp (17 g),29 cal,124 kJ,1 oz. (28 g),48 cal,204 kJ
Applesauce,100g,68 cal,286 kJ,1 cup (255 g),173 cal,729 kJ,1 oz. (28 g),19 cal,80 kJ
Apricot Jam,100g,250 cal,1050 kJ,1 tbsp (20 g),50 cal,210 kJ,1 oz. (28 g),70 cal,294 kJ
Blackberry Jam,100g,250 cal,1050 kJ,1 tbsp (20 g),50 cal,210 kJ,1 oz. (28 g),70 cal,294 kJ
Blackcurrant Jam,100g,250 cal,1050 kJ,1 tbsp (20 g),50 cal,210 kJ,1 oz. (28 g),70 cal,294 kJ
Blueberry Jam,100g,250 cal,1050 kJ,1 tbsp (20 g),50 cal,210 kJ,1 oz. (28 g),70 cal,294 kJ
Cheese Spread,100g,290 cal,1218 kJ,1 tbsp (15 g),44 cal,183 kJ,1 oz. (28 g),81 cal,341 kJ
Cherry Jam,100g,250 cal,1050 kJ,1 tbsp (20 g),50 cal,210 kJ,1 oz. (28 g),70 cal,294 kJ
Chocolate Philadelphia,100g,287 cal,1205 kJ,1 serving (30 g),86 cal,362 kJ,1 oz. (28 g),80 cal,337 kJ
Chocolate Spread,100g,541 cal,2272 kJ,1 tsp (12 g),65 cal,273 kJ,1 oz. (28 g),151 cal,636 kJ
Cream Cheese,100g,342 cal,1436 kJ,1 cup (232 g),793 cal,3332 kJ,1 oz. (28 g),96 cal,402 kJ
Egg,100g,97 cal,407 kJ,1 egg (56 g),54 cal,228 kJ,1 oz. (28 g),27 cal,114 kJ
Grape Jelly,100g,255 cal,1071 kJ,1 tbsp (20 g),51 cal,214 kJ,1 oz. (28 g),71 cal,300 kJ
Honey,100g,304 cal,1277 kJ,1 tbsp (21 g),64 cal,268 kJ,1 oz. (28 g),85 cal,358 kJ
Jelly,100g,278 cal,1168 kJ,1 tbsp (20 g),56 cal,234 kJ,1 oz. (28 g),78 cal,327 kJ
Jif Peanut Butter,100g,580 cal,2436 kJ,1 tbsp (16 g),93 cal,390 kJ,1 oz. (28 g),162 cal,682 kJ
Liverwurst,100g,305 cal,1281 kJ,1 slice (18 g),55 cal,231 kJ,1 oz. (28 g),85 cal,359 kJ
Margarine,100g,717 cal,3011 kJ,1 tbsp (14 g),100 cal,422 kJ,1 oz. (28 g),201 cal,843 kJ
Marmite,100g,225 cal,945 kJ,1 tsp (4 g),9 cal,38 kJ,1 oz. (28 g),63 cal,265 kJ
Marshmallow Fluff,100g,666 cal,2797 kJ,1 tbsp (6 g),40 cal,168 kJ,1 oz. (28 g),186 cal,783 kJ
Nutella,100g,544 cal,2285 kJ,1 serving (15 g),82 cal,343 kJ,1 oz. (28 g),152 cal,640 kJ
Olive Spread,100g,550 cal,2310 kJ,1 serving (10 g),55 cal,231 kJ,1 oz. (28 g),154 cal,647 kJ
Peanut Butter,100g,589 cal,2474 kJ,1 tbsp (16 g),94 cal,396 kJ,1 oz. (28 g),165 cal,693 kJ
Peter Pan Peanut Butter,100g,609 cal,2558 kJ,1 tbsp (16 g),97 cal,409 kJ,1 oz. (28 g),171 cal,716 kJ
Philadelphia Cream Cheese,100g,342 cal,1436 kJ,1 cup (232 g),793 cal,3332 kJ,1 oz. (28 g),96 cal,402 kJ
Plum Jam,100g,250 cal,1050 kJ,1 tbsp (20 g),50 cal,210 kJ,1 oz. (28 g),70 cal,294 kJ
"P?›t?? (720), Pate",100g,319 cal,1340 kJ,1 tbsp (13 g),41 cal,174 kJ,1 oz. (28 g),89 cal,375 kJ
Salted Butter,100g,717 cal,3011 kJ,1 cup (227 g),1628 cal,6835 kJ,1 oz. (28 g),201 cal,843 kJ
Skippy Peanut Butter,100g,594 cal,2495 kJ,1 tbsp (16 g),95 cal,399 kJ,1 oz. (28 g),166 cal,699 kJ
Smuckers Strawberry Jam,100g,250 cal,1050 kJ,1 tbsp (20 g),50 cal,210 kJ,1 oz. (28 g),70 cal,294 kJ
Strawberry Jam,100g,250 cal,1050 kJ,1 tbsp (20 g),50 cal,210 kJ,1 oz. (28 g),70 cal,294 kJ
Strawberry Jelly,100g,250 cal,1050 kJ,1 tbsp (20 g),50 cal,210 kJ,1 oz. (28 g),70 cal,294 kJ
Sunbutter,100g,617 cal,2591 kJ,1 tbsp (16 g),99 cal,415 kJ,1 oz. (28 g),173 cal,725 kJ
Sunflower Butter,100g,617 cal,2591 kJ,1 cup (227 g),1401 cal,5882 kJ,1 oz. (28 g),173 cal,725 kJ
Tapenade,100g,233 cal,979 kJ,1 tbsp (15 g),35 cal,147 kJ,1 oz. (28 g),65 cal,274 kJ
Unsalted Butter,100g,717 cal,3011 kJ,1 cup (227 g),1628 cal,6835 kJ,1 oz. (28 g),201 cal,843 kJ
Vegemite,100g,180 cal,756 kJ,1 tsp (5 g),9 cal,38 kJ,1 oz. (28 g),50 cal,212 kJ
